step,total_queue,delay,throughput,controller
0,94.0,94.0,0.0,fixed_time
1,182.33333333333334,276.33333333333337,8.666666666666666,fixed_time
2,260.44444444444446,536.7777777777778,24.555555555555557,fixed_time
3,325.1111111111111,861.8888888888889,43.888888888888886,fixed_time
4,421.1111111111111,1283.0,58.888888888888886,fixed_time
5,490.51851851851853,1773.5185185185185,76.48148148148148,fixed_time
6,534.8888888888889,2308.4074074074074,95.11111111111111,fixed_time
7,566.6666666666667,2875.074074074074,113.33333333333334,fixed_time
8,524.2222222222223,3399.296296296296,203.77777777777777,fixed_time
9,552.7037037037037,3952.0,266.2962962962963,fixed_time
10,619.7901234567902,4571.79012345679,304.2098765432099,fixed_time
11,678.2345679012345,5250.024691358024,339.7654320987654,fixed_time
12,734.6790123456789,5984.703703703703,375.32098765432096,fixed_time
13,780.4567901234567,6765.160493827159,407.5432098765432,fixed_time
14,835.3456790123457,7600.506172839505,433.6543209876543,fixed_time
15,863.0123456790124,8463.518518518516,455.9876543209876,fixed_time
16,815.0123456790124,9278.530864197528,551.9876543209875,fixed_time
17,812.0123456790124,10090.54320987654,647.9876543209875,fixed_time
18,823.0123456790124,10913.555555555551,743.9876543209875,fixed_time
19,824.2716049382718,11737.827160493824,837.7283950617283,fixed_time
20,835.8641975308641,12573.691358024687,909.0246913580246,fixed_time
21,860.5185185185186,13434.209876543206,952.3703703703703,fixed_time
22,887.8038408779147,14322.01371742112,985.0850480109739,fixed_time
23,920.1929583904894,15242.206675811609,1013.6959304983995,fixed_time
24,875.1929583904894,16117.399634202098,1109.6959304983995,fixed_time
25,864.1929583904894,16981.592592592588,1205.6959304983995,fixed_time
26,877.1929583904893,17858.785550983077,1301.6959304983995,fixed_time
27,855.1929583904893,18713.978509373566,1397.6959304983995,fixed_time
28,861.9954275262917,19575.973936899856,1474.893461362597,fixed_time
29,894.0960219478739,20470.06995884773,1520.6817558299038,fixed_time
30,915.7221460143271,21385.792104862056,1553.0556317634505,fixed_time
31,942.5975207031448,22328.3896255652,1581.1802570746327,fixed_time
32,890.5975207031449,23218.987146268344,1677.1802570746327,fixed_time
33,885.5975207031449,24104.58466697149,1773.1802570746327,fixed_time
34,882.5975207031449,24987.182187674633,1869.1802570746327,fixed_time
35,887.5975207031449,25874.779708377777,1965.1802570746327,fixed_time
36,890.1039983742317,26764.883706752007,2040.5088655184675,fixed_time
37,935.4879845551999,27700.371691307206,2085.124879337499,fixed_time
38,968.5990956663111,28668.970786973518,2121.0137682263876,fixed_time
39,992.3196836525598,29661.290470626078,2157.293180240139,fixed_time
40,936.3196836525598,30597.61015427864,2253.293180240139,fixed_time
41,901.925384003116,31499.535538281754,2349.293180240139,fixed_time
42,872.925384003116,32372.46092228487,2445.293180240139,fixed_time
43,833.925384003116,33206.38630628798,2541.293180240139,fixed_time
44,813.2587173364492,34019.645023624435,2613.9598469068055,fixed_time
45,834.21533716819,34853.86036079263,2651.003227075065,fixed_time
46,854.5635175557275,35708.42387834835,2679.6550466875274,fixed_time
47,869.8926330068206,36578.31651135517,2701.325931236434,fixed_time
48,826.8926330068207,37405.209144361994,2797.325931236434,fixed_time
49,803.8926330068205,38209.101777368815,2893.325931236434,fixed_time
50,768.8926330068208,38977.994410375635,2989.325931236434,fixed_time
51,747.3519245054691,39725.346334881106,3083.866639737785,fixed_time
52,752.1944564139973,40477.540791295105,3143.5852914789943,fixed_time
53,761.3055675251084,41238.846358820214,3179.474180367883,fixed_time
54,772.6389008584417,42011.48525967866,3214.1408470345496,fixed_time
55,803.8395277308115,42815.32478740947,3238.9402201621797,fixed_time
56,753.8395277308115,43569.164315140275,3334.9402201621797,fixed_time
57,708.8395277308115,44278.00384287108,3430.9402201621797,fixed_time
58,681.8395277308114,44959.84337060189,3526.9402201621797,fixed_time
59,631.1728610641446,45591.016231666035,3622.606886828846,fixed_time
60,645.5454192924732,46236.56165095851,3668.2343286005175,fixed_time
61,674.1056644038255,46910.667315362334,3684.143336373723,fixed_time
62,710.7772883595047,47621.44460372184,3694.471712418044,fixed_time
63,735.6661772483936,48357.11078097023,3703.582823529155,fixed_time
64,668.6661772483936,49025.77695821862,3799.582823529155,fixed_time
65,623.6661772483938,49649.443135467016,3895.582823529155,fixed_time
66,592.637832172922,50242.08096763994,3980.611168604627,fixed_time
67,580.8600543951442,50822.941022035084,4048.388946382405,fixed_time
68,579.8600543951442,51402.80107643023,4097.388946382405,fixed_time
69,602.943427510571,52005.744503940805,4127.305573266978,fixed_time
70,632.4047184200358,52638.149222360844,4150.844282357513,fixed_time
71,670.5085331488432,53308.65775550969,4167.740467628706,fixed_time
72,618.5085331488432,53927.16628865853,4263.740467628706,fixed_time
73,568.5085331488432,54495.67482180738,4359.740467628706,fixed_time
74,518.5085331488432,55014.18335495622,4455.740467628706,fixed_time
75,487.703017375381,55501.8863723316,4544.545983402168,fixed_time
76,510.919508986945,56012.80588131855,4570.329491790604,fixed_time
77,545.2630919350285,56558.068973253576,4585.985908842521,fixed_time
78,573.0779067498435,57131.14688000342,4593.171094027706,fixed_time
79,615.4853141572507,57746.63219416067,4599.763686620298,fixed_time
80,554.1137277231632,58300.745921883834,4695.135273054386,fixed_time
81,515.113727723163,58815.859649606995,4783.135273054386,fixed_time
82,480.50716803326844,59296.366817640264,4862.74183274428,fixed_time
83,459.58365162960587,59755.95046926987,4920.665349147943,fixed_time
84,476.7532291210541,60232.70369839092,4944.495771656495,fixed_time
85,521.503892503702,60754.20759089462,4960.745108273847,fixed_time
86,554.689077688887,61308.89666858351,4971.559923088662,fixed_time
87,580.0964850962945,61888.9931536798,4980.152515681254,fixed_time
88,523.0964850962944,62412.089638776095,5076.152515681254,fixed_time
89,466.09648509629443,62878.18612387239,5172.152515681254,fixed_time
90,416.0964850962943,63294.28260896868,5268.152515681254,fixed_time
91,381.37156194456884,63675.65417091325,5339.877438832979,fixed_time
92,398.07658378069044,64073.73075469394,5360.1724169968575,fixed_time
93,429.41735203127075,64503.14810672521,5367.831648746277,fixed_time
94,454.8247594386781,64957.97286616389,5375.424241338869,fixed_time
95,501.82475943867814,65459.797625602565,5384.424241338869,fixed_time
96,454.8247594386781,65914.62238504125,5475.424241338869,fixed_time
97,418.29070652396763,66332.91309156522,5559.95829425358,fixed_time
98,373.311937649778,66706.225029215,5636.93706312777,fixed_time
99,386.989405297235,67093.21443451224,5663.259595480313,fixed_time
100,412.4429062962707,67505.65734080851,5678.806094481277,fixed_time
101,450.55401740738176,67956.21135821589,5687.694983370166,fixed_time
102,493.51187815836664,68449.72323637427,5694.737122619181,fixed_time
103,519.9933596398482,68969.71659601411,5703.255641137699,fixed_time
104,452.9933596398483,69422.70995565396,5799.255641137699,fixed_time
105,401.13164041473294,69823.8415960687,5895.117360362814,fixed_time
106,354.87238115547365,70178.71397722416,5976.376619622073,fixed_time
107,339.2802314192249,70517.99420864339,6032.968769358322,fixed_time
108,372.7865306322539,70890.78073927564,6049.462470145293,fixed_time
109,400.19393803966136,71290.9746773153,6059.055062737885,fixed_time
110,425.04578989151315,71716.02046720682,6068.203210886033,fixed_time
111,466.860604706328,72182.88107191314,6076.388396071218,fixed_time
112,422.30504915077245,72605.18612106392,6164.943951626774,fixed_time
113,386.39179012981896,72991.57791119373,6247.857210647728,fixed_time
114,366.5333613674444,73358.11127256117,6311.715639410102,fixed_time
115,382.77357830242505,73740.8848508636,6342.475422475121,fixed_time
116,403.6446485853542,74144.52949944895,6359.604352192192,fixed_time
117,449.9039078446135,74594.43340729356,6365.345092932933,fixed_time
118,485.60761154831715,75080.04101884188,6374.641389229229,fixed_time
119,519.7927967335024,75599.83381557537,6383.456204044044,fixed_time
120,463.60761154831715,76063.44142712369,6476.641389229229,fixed_time
121,435.3757935640418,76498.81722068774,6559.873207213504,fixed_time
122,410.2776774526302,76909.09489814036,6629.971323324916,fixed_time
123,411.56743462619534,77320.66233276656,6673.681566151351,fixed_time
124,437.71360292923686,77758.37593569579,6705.53539784831,fixed_time
125,452.7136029292369,78211.08953862502,6727.53539784831,fixed_time
126,504.8247140403479,78715.91425266537,6744.424286737199,fixed_time
127,547.9358251514591,79263.85007781684,6757.313175626087,fixed_time
128,491.9358251514591,79755.7859029683,6853.313175626087,fixed_time
129,460.1950844107183,80215.98098737902,6944.053916366828,fixed_time
130,445.65541872744444,80661.63640610647,7017.593582050102,fixed_time
131,457.14946804488585,81118.78587415135,7065.09953273266,fixed_time
132,491.0555518398093,81609.84142599115,7087.193448937736,fixed_time
133,532.5813468275283,82142.42277281868,7104.667653950018,fixed_time
134,563.8406060867876,82706.26337890547,7119.4083946907585,fixed_time
135,598.8776431238247,83305.14102202929,7132.371357653721,fixed_time
136,556.4702357164172,83861.61125774571,7223.778765061129,fixed_time
137,551.0105836425373,84412.62184138825,7307.238417135009,fixed_time
138,555.7345666626526,84968.3564080509,7374.514434114893,fixed_time
139,563.7220010008505,85532.07840905174,7432.526999776695,fixed_time
140,596.6108898897394,86128.68929894148,7473.638110887807,fixed_time
141,634.1565252560163,86762.84582419749,7510.09247552153,fixed_time
142,663.8217957380382,87426.66761993553,7538.427205039508,fixed_time
143,698.3773512935936,88125.04497122912,7560.871649483953,fixed_time
144,663.3773512935936,88788.4223225227,7656.871649483953,fixed_time
145,652.3773512935937,89440.79967381629,7752.871649483953,fixed_time
146,623.3773512935936,90064.17702510988,7848.871649483953,fixed_time
147,616.8511164881544,90681.02814159803,7932.397884289392,fixed_time
148,639.903561542309,91320.93170314033,7985.345439235238,fixed_time
149,686.7391647716016,92007.67086791193,8014.5098360059455,fixed_time
150,712.6976450938093,92720.36851300574,8036.551355683738,fixed_time
151,738.2161636123278,93458.58467661808,8053.0328371652195,fixed_time
152,679.2161636123278,94137.80084023041,8149.0328371652195,fixed_time
153,650.5124599086241,94788.31330013904,8239.736540868924,fixed_time
154,675.4244725174029,95463.73777265644,8323.824528260146,fixed_time
155,708.5061129113413,96172.24388556779,8387.742887866207,fixed_time
156,738.8394462446747,96911.08333181246,8438.409554532873,fixed_time
157,762.1727795780081,97673.25611139047,8481.076221199539,fixed_time
158,801.7433081754575,98474.99941956592,8520.50569260209,fixed_time
159,846.0061374212919,99321.00555698722,8552.242863356256,fixed_time
160,816.0061374212919,100137.01169440852,8648.242863356256,fixed_time
161,813.0061374212919,100950.01783182981,8744.242863356256,fixed_time
162,802.0061374212919,101752.02396925111,8840.242863356256,fixed_time
163,782.006137421292,102534.0301066724,8936.242863356256,fixed_time
164,795.3510287875172,103329.38113545992,9010.89797199003,fixed_time
165,823.6321842100338,104153.01331966995,9051.616816567514,fixed_time
166,846.2652956823181,104999.27861535226,9081.98370509523,fixed_time
167,872.4440221512573,105871.72263750352,9107.80497862629,fixed_time
168,822.900812274714,106694.62344977824,9203.80497862629,fixed_time
169,832.9008122747141,107527.52426205296,9299.80497862629,fixed_time
170,841.9008122747141,108369.42507432768,9395.80497862629,fixed_time
171,834.9921152844089,109204.41718961208,9489.713675616596,fixed_time
172,864.7734662746491,110069.19065588673,9551.932324626356,fixed_time
173,911.0114459044403,110980.20210179118,9596.694344996564,fixed_time
174,935.3447792377735,111915.54688102895,9639.36101166323,fixed_time
175,948.7493025058714,112864.29618353481,9679.956488395132,fixed_time
176,907.7493025058714,113772.04548604068,9775.956488395132,fixed_time
177,887.7493025058714,114659.79478854654,9871.956488395132,fixed_time
178,882.7493025058714,115542.5440910524,9967.956488395132,fixed_time
179,861.7493025058714,116404.29339355827,10063.956488395132,fixed_time
0,94.0,94.0,0.0,max_pressure
1,165.33333333333331,259.3333333333333,25.666666666666668,max_pressure
2,218.33333333333331,477.66666666666663,66.66666666666667,max_pressure
3,229.7777777777778,707.4444444444445,139.22222222222223,max_pressure
4,287.925925925926,995.3703703703704,192.07407407407408,max_pressure
5,298.5308641975309,1293.9012345679014,286.4691358024691,max_pressure
6,321.6337448559671,1615.5349794238684,361.3662551440329,max_pressure
7,323.54458161865574,1939.0795610425241,463.45541838134426,max_pressure
8,353.7041609510745,2292.7837219935986,542.2958390489255,max_pressure
9,337.2347203170248,2630.0184423106234,649.7652796829751,max_pressure
10,362.5857846872936,2992.604226997917,729.4142153127063,max_pressure
11,354.1664549780691,3346.770681975986,831.8335450219308,max_pressure
12,368.5254731945786,3715.296155170565,911.4745268054214,max_pressure
13,366.57662092311284,4081.8727760936777,999.4233790768872,max_pressure
14,379.24328758977947,4461.1160636834575,1093.7567124102204,max_pressure
15,393.83873405828047,4854.954797741738,1169.1612659417194,max_pressure
16,387.39428961383607,5242.349087355574,1278.6057103861638,max_pressure
17,404.0239192434657,5646.373006599039,1354.9760807565342,max_pressure
18,404.4154754086845,6050.788482007724,1461.5845245913156,max_pressure
19,426.97103096423996,6477.759512971964,1534.02896903576,max_pressure
20,438.97103096423996,6916.7305439362035,1608.02896903576,max_pressure
21,415.0821420753511,7331.812686011554,1715.9178579246488,max_pressure
22,422.0821420753511,7753.894828086905,1790.9178579246488,max_pressure
23,404.74880874201773,8158.643636828923,1897.251191257982,max_pressure
24,427.6376976309066,8586.281334459829,1978.3623023690932,max_pressure
25,436.26732726053626,9022.548661720366,2054.7326727394634,max_pressure
26,450.97103096424,9473.519692684606,2149.0289690357595,max_pressure
27,436.3167099765858,9909.83640266119,2237.683290023414,max_pressure
28,435.5389321988079,10345.375334859998,2322.461067801192,max_pressure
29,436.76115442103014,10782.136489281029,2408.2388455789696,max_pressure
30,432.6500433099189,11214.786532590948,2493.349956690081,max_pressure
31,446.9833766432523,11661.7699092342,2577.0166233567475,max_pressure
32,449.53893219880786,12111.308841433009,2659.461067801192,max_pressure
33,452.09448775436346,12563.403329187373,2747.905512245636,max_pressure
34,459.42782108769677,13022.83115027507,2833.5721789123027,max_pressure
35,480.42782108769666,13503.258971362766,2907.5721789123027,max_pressure
36,470.3537470136227,13973.61271837639,3004.6462529863766,max_pressure
37,498.0204136802894,14471.633132056679,3076.97958631971,max_pressure
38,484.90930256917824,14956.542434625857,3161.0906974308214,max_pressure
39,468.6130062728819,15425.15544089874,3252.3869937271174,max_pressure
40,453.7241173839931,15878.879558282733,3336.275882616006,max_pressure
41,428.2055988654744,16307.085157148207,3415.794401134525,max_pressure
42,425.2055988654745,16732.29075601368,3498.794401134525,max_pressure
43,412.65004330991894,17144.9407993236,3574.3499566900805,max_pressure
44,404.9232232113568,17549.864022534955,3654.0767767886427,max_pressure
45,392.4587276229471,17942.322750157902,3733.5412723770523,max_pressure
46,395.7606858836008,18338.083436041503,3796.239314116399,max_pressure
47,370.97244974826305,18709.055885789767,3879.0275502517366,max_pressure
48,389.1541488142616,19098.210034604028,3938.845851185738,max_pressure
49,364.39990035477956,19462.609934958808,4022.60009964522,max_pressure
50,363.901570621372,19826.51150558018,4084.0984293786273,max_pressure
51,353.5873125620881,20180.09881814227,4167.412687437912,max_pressure
52,360.976387036154,20541.075205178422,4227.023612963846,max_pressure
53,343.5505229719536,20884.625728150375,4306.449477028046,max_pressure
54,338.3715312468498,21222.997259397223,4364.62846875315,max_pressure
55,323.27483030144487,21546.27208969867,4446.725169698555,max_pressure
56,319.14383122087764,21865.415920919546,4506.856168779122,max_pressure
57,307.96493146217136,22173.380852381717,4568.035068537828,max_pressure
58,311.90472913865074,22485.28558152037,4633.095270861349,max_pressure
59,287.1729172313048,22772.458498751676,4697.827082768695,max_pressure
60,298.33208241972,23070.790581171397,4746.667917580279,max_pressure
61,270.8666189640065,23341.657200135403,4819.133381035993,max_pressure
62,274.4768965775341,23616.134096712936,4873.523103422465,max_pressure
63,271.5773960789944,23887.711492791932,4927.422603921005,max_pressure
64,255.51028392243057,24143.221776714363,4989.489716077569,max_pressure
65,249.86512704741565,24393.086903761778,5046.134872952584,max_pressure
66,257.27908886594525,24650.36599262772,5092.720911134054,max_pressure
67,248.6485851775373,24899.014577805257,5157.351414822462,max_pressure
68,251.69458093515175,25150.70915874041,5202.305419064848,max_pressure
69,236.34263808949504,25387.051796829906,5270.657361910505,max_pressure
70,238.10952284902874,25625.161319678937,5321.890477150971,max_pressure
71,235.69626476718372,25860.85758444612,5379.303735232816,max_pressure
72,218.167686806507,26079.025271252627,5440.832313193492,max_pressure
73,207.86425814852882,26286.889529401156,5497.135741851471,max_pressure
74,202.05844625882727,26488.947975659983,5548.941553741172,max_pressure
75,206.56999751337435,26695.51797317336,5602.430002486625,max_pressure
76,212.31440664045954,26907.83237981382,5645.68559335954,max_pressure
77,197.40109850978283,27105.2334783236,5712.598901490216,max_pressure
78,187.27018463599438,27292.503662959596,5766.729815364005,max_pressure
79,187.97895043422037,27480.482613393815,5826.021049565779,max_pressure
80,171.37789983442033,27651.860513228236,5884.6221001655795,max_pressure
81,159.6596501447401,27811.520163372974,5945.34034985526,max_pressure
82,159.92358708528377,27971.443750458257,5990.0764129147165,max_pressure
83,140.90618640135534,28112.349936859613,6046.093813598645,max_pressure
84,128.29551668274888,28240.64545354236,6099.704483317251,max_pressure
85,139.39891708355003,28380.04437062591,6149.60108291645,max_pressure
86,144.06365034089134,28524.1080209668,6188.936349659109,max_pressure
87,126.72419321166345,28650.832214178463,6240.275806788337,max_pressure
88,119.4887685648389,28770.320982743302,6286.511231435162,max_pressure
89,116.15522040824717,28886.47620315155,6328.844779591754,max_pressure
90,128.48787331981447,29014.964076471362,6362.512126680186,max_pressure
91,122.11603601337718,29137.08011248474,6405.883963986624,max_pressure
92,114.49872819350895,29251.57884067825,6450.501271806492,max_pressure
93,113.2023562947942,29364.781196973043,6490.797643705207,max_pressure
94,107.42030029778266,29472.201497270824,6529.579699702218,max_pressure
95,127.15195703395234,29599.353454304775,6565.8480429660485,max_pressure
96,133.5815171772441,29732.93497148202,6603.418482822757,max_pressure
97,139.83467380233176,29872.769645284352,6645.16532619767,max_pressure
98,128.26822350206004,30001.03786878641,6688.731776497942,max_pressure
99,119.99437743979486,30121.032246226205,6737.005622560207,max_pressure
100,130.16217544182564,30251.19442166803,6767.837824558176,max_pressure
101,125.05405848060856,30376.24848014864,6819.945941519393,max_pressure
102,140.5243975181108,30516.77287766675,6854.475602481891,max_pressure
103,120.95257695048133,30637.72545461723,6909.04742304952,max_pressure
104,112.08008057191947,30749.80553518915,6946.919919428082,max_pressure
105,116.23479795734198,30866.04033314649,6986.765202042659,max_pressure
106,110.5873233648683,30976.62765651136,7027.412676635133,max_pressure
107,114.89778673021327,31091.52544324157,7064.102213269788,max_pressure
108,125.65571829155651,31217.181161533128,7103.344281708445,max_pressure
109,123.99118407757794,31341.172345610707,7142.008815922423,max_pressure
110,115.21086519224593,31456.383210802953,7184.7891348077555,max_pressure
111,124.40619092128406,31580.789401724236,7225.593809078718,max_pressure
112,127.1842056382494,31707.973607362484,7266.8157943617525,max_pressure
113,130.87528131765697,31838.848888680142,7310.124718682345,max_pressure
114,129.15624343569823,31968.00513211584,7355.8437565643035,max_pressure
115,130.13157840424995,32098.136710520088,7401.868421595752,max_pressure
116,122.57873496122114,32220.71544548131,7447.421265038781,max_pressure
117,129.16550852989238,32349.8809540112,7492.834491470109,max_pressure
118,130.9035087115833,32480.784462722786,7536.096491288418,max_pressure
119,143.10134092161715,32623.885803644403,7579.898659078384,max_pressure
120,137.46283428109916,32761.3486379255,7626.5371657189025,max_pressure
121,143.21150096795367,32904.56013889345,7675.788499032048,max_pressure
122,135.82607491721672,33040.38621381067,7728.173925082785,max_pressure
123,131.68105566086285,33172.06726947153,7777.318944339138,max_pressure
124,145.6901667742171,33317.75743624575,7821.309833225784,max_pressure
125,135.12882313895,33452.8862593847,7868.871176861051,max_pressure
126,155.26085803639216,33608.14711742109,7917.739141963609,max_pressure
127,162.00261112306114,33770.14972854415,7966.99738887694,max_pressure
128,161.82912849692036,33931.978857041075,8019.170871503081,max_pressure
129,167.02898422626578,34099.00784126734,8072.971015773735,max_pressure
130,175.14843827293274,34274.15627954027,8123.851561727069,max_pressure
131,182.31434761076895,34456.470627151044,8175.685652389232,max_pressure
132,179.5958130621777,34636.066440213224,8234.404186937823,max_pressure
133,180.9424190673629,34817.008859280584,8292.057580932638,max_pressure
134,183.03492751230766,35000.04378679289,8345.965072487694,max_pressure
135,188.14027552542717,35188.184062318316,8403.859724474574,max_pressure
136,210.66026878526253,35398.84433110358,8460.339731214739,max_pressure
137,233.3372141680342,35632.18154527162,8515.662785831968,max_pressure
138,251.47660213289177,35883.65814740451,8569.52339786711,max_pressure
139,255.46951946030214,36139.12766686481,8631.530480539699,max_pressure
140,264.1921940199482,36403.31986088476,8696.807805980054,max_pressure
141,280.28176074234784,36683.60162162711,8759.718239257654,max_pressure
142,279.93351588351743,36963.535137510626,8826.066484116485,max_pressure
143,283.7084706576918,37247.24360816832,8891.29152934231,max_pressure
144,283.19106916213445,37530.43467733046,8962.808930837868,max_pressure
145,299.49794822822,37829.93262555868,9031.502051771782,max_pressure
146,307.87155869736864,38137.80418425605,9090.128441302633,max_pressure
147,303.40163067690065,38441.205814932946,9171.598369323101,max_pressure
148,318.40610591421347,38759.61192084716,9232.593894085789,max_pressure
149,310.3575908602933,39069.96951170745,9317.64240913971,max_pressure
150,327.9506807014763,39397.92019240893,9376.049319298527,max_pressure
151,333.22219346518295,39731.14238587411,9451.77780653482,max_pressure
152,336.15290083482,40067.29528670893,9524.847099165183,max_pressure
153,315.09998183073935,40382.39526853967,9607.900018169265,max_pressure
154,343.58643742576174,40725.98170596544,9688.413562574242,max_pressure
155,361.9664099909195,41087.94811595636,9767.033590009085,max_pressure
156,354.0034470279565,41441.951562984315,9850.996552972048,max_pressure
157,348.22566925017867,41790.17723223449,9930.774330749826,max_pressure
158,353.7104025840776,42143.887634818566,10014.289597415927,max_pressure
159,354.9584001151303,42498.8460349337,10092.041599884875,max_pressure
160,361.4713687625938,42860.31740369629,10173.528631237412,max_pressure
161,368.6363391330269,43228.95374282931,10251.363660866979,max_pressure
162,375.3793451430868,43604.3330879724,10316.620654856919,max_pressure
163,360.0647199859672,43964.39780795837,10407.935280014039,max_pressure
164,380.84208066270025,44345.23988862107,10473.157919337305,max_pressure
165,393.8504237782846,44739.090312399356,10545.149576221722,max_pressure
166,388.3506524019701,45127.440964801324,10633.649347598037,max_pressure
167,409.17776655123674,45536.61873135256,10710.822233448771,max_pressure
168,413.94729842815275,45950.56602978071,10798.052701571854,max_pressure
169,426.6880391688935,46377.2540689496,10881.311960831114,max_pressure
170,454.02137250222677,46831.27544145183,10954.97862749778,max_pressure
171,438.28063176148606,47269.556073213316,11053.71936823852,max_pressure
172,445.28063176148606,47714.836704974805,11131.71936823852,max_pressure
173,438.24359472444905,48153.08029969926,11236.756405275557,max_pressure
174,458.25944081724214,48611.3397405165,11308.740559182765,max_pressure
175,436.21534013212374,49047.55508064863,11410.784659867883,max_pressure
176,441.80793272471635,49489.363013373346,11483.19206727529,max_pressure
177,413.5610191444694,49902.92403251782,11587.438980855537,max_pressure
178,435.2952901095123,50338.21932262733,11655.704709890495,max_pressure
179,421.80146294901846,50760.02078557635,11744.198537050988,max_pressure
